# The optimal tracking values for 0.1 mm sigma
# tau (ms), SS1, TF1, TF2, uncertainty.  MD fixed at 3.0 mm, OL1 fixed at 0, SS2 fixed at 5, OL2 fixed at 4
0.08, 26, 0.5315923614531055, 0.6430687275496356, 1.3444755379980693
0.09, 30, 0.48943695220284333, 0.650000000000000, 0.8546370415141799
0.10, 30, 0.5827263838248757, 0.6362570488921456, 0.6581459818581131
0.20, 65, 0.386238774281097, 0.6021698826831066, 0.3959444776778127
0.30, 85, 0.20103230775354558, 0.634918745300969, 0.2479245858609668
0.40, 115, 0.38930882150139756, 0.6015852533436766, 0.23689122856411723
0.50, 155, 0.38270078512609296, 0.6022781909637395, 0.16872875367276075
0.60, 199, 0.2626277848472861, 0.6290793407347709, 0.1669918857876315
0.70, 214, 0.19510151457785013, 0.6119040800504136, 0.1513045220699498
0.80, 250, 0.38930882150139756, 0.6015852533436766, 0.13742614230481429
0.90, 285, 0.37209721684701913, 0.6444901180627589, 0.1275212865465291
1.00, 305, 0.38930882150139756, 0.6015852533436766, 0.11831244343618695
1.10, 335, 0.38146297694433307, 0.602491209511229, 0.1202965134980696
1.20, 370, 0.3858592171097214, 0.602015822795421, 0.13231572900679267
